,make,model,year,cylinders,trany,displ,VClass,co2,barrels08,fuelCost08,fuelType,highway08,city08,comb08
15837,Mercedes-Benz,GLK350,2014.0,6.0,Automatic 7-spd,3.5,Small Sport Utility Vehicle 2WD,420.0,14.16714286,2800.0,Premium,25.0,19.0,21.0
15838,Dodge,Journey AWD,2014.0,6.0,Automatic 6-spd,3.6,Small Sport Utility Vehicle 4WD,470.0,15.65842105,2300.0,Regular,24.0,16.0,19.0
15839,Jeep,Wrangler Unlimited 4WD,2014.0,6.0,Automatic 5-spd,3.6,Small Sport Utility Vehicle 4WD,504.0,16.52833333,2450.0,Regular,20.0,16.0,18.0
15840,Jeep,Wrangler Unlimited 4WD,2014.0,6.0,Manual 6-spd,3.6,Small Sport Utility Vehicle 4WD,502.0,16.52833333,2450.0,Regular,21.0,16.0,18.0
15841,Jeep,Wrangler 4WD,2014.0,6.0,Automatic 5-spd,3.6,Small Sport Utility Vehicle 4WD,481.0,16.52833333,2450.0,Regular,21.0,17.0,18.0
15842,Porsche,Cayenne S Hybrid,2014.0,6.0,Automatic 8-spd,3.0,Standard Sport Utility Vehicle 4WD,414.0,14.16714286,2800.0,Premium,24.0,20.0,21.0
15843,Ford,Focus Electric,2014.0,,Automatic (A1),,Compact Cars,0.0,0.0768,700.0,Electricity,99.0,110.0,105.0
15844,SRT,Viper,2014.0,10.0,Manual 6-spd,8.4,Two Seaters,607.0,19.834,3900.0,Premium,19.0,12.0,15.0
15845,Infiniti,Q60 AWD Coupe,2014.0,6.0,Automatic (S7),3.7,Subcompact Cars,436.0,14.8755,2900.0,Premium,25.0,18.0,20.0
15846,Infiniti,Q60 Convertible,2014.0,6.0,Automatic (S7),3.7,Subcompact Cars,435.0,14.8755,2900.0,Premium,25.0,18.0,20.0
15847,Infiniti,Q60 Convertible,2014.0,6.0,Manual 6-spd,3.7,Subcompact Cars,464.0,15.65842105,3050.0,Premium,24.0,16.0,19.0
15848,Infiniti,Q60 Coupe,2014.0,6.0,Automatic (S7),3.7,Subcompact Cars,412.0,13.52318182,2650.0,Premium,27.0,19.0,22.0
15849,Infiniti,Q60 Coupe,2014.0,6.0,Manual 6-spd,3.7,Subcompact Cars,441.0,14.8755,2900.0,Premium,25.0,17.0,20.0
15850,Mercedes-Benz,ML350,2014.0,6.0,Automatic 7-spd,3.5,Standard Sport Utility Vehicle 2WD,440.0,14.8755,2900.0,Premium,23.0,18.0,20.0
15851,Mercedes-Benz,GL550 4matic,2014.0,8.0,Automatic 7-spd,4.7,Standard Sport Utility Vehicle 4WD,587.0,19.834,3900.0,Premium,18.0,13.0,15.0
15852,Mercedes-Benz,GL63 AMG,2014.0,8.0,Automatic 7-spd,5.5,Standard Sport Utility Vehicle 4WD,615.0,21.25071429,4150.0,Premium,17.0,13.0,14.0
15853,Mercedes-Benz,ML350 4matic,2014.0,6.0,Automatic 7-spd,3.5,Standard Sport Utility Vehicle 4WD,456.0,15.65842105,3050.0,Premium,22.0,18.0,19.0
15854,Mercedes-Benz,ML63 AMG,2014.0,8.0,Automatic 7-spd,5.5,Standard Sport Utility Vehicle 4WD,611.0,19.834,3900.0,Premium,17.0,13.0,15.0
15855,BMW,335i,2014.0,6.0,Manual 6-spd,3.0,Compact Cars,381.0,12.93521739,2550.0,Premium,29.0,20.0,23.0
15856,BMW,535i,2014.0,6.0,Manual 6-spd,3.0,Midsize Cars,381.0,12.93521739,2550.0,Premium,29.0,20.0,23.0
15857,BMW,740Li xDrive,2014.0,6.0,Automatic (S8),3.0,Large Cars,403.0,13.52318182,2650.0,Premium,28.0,19.0,22.0
15858,Infiniti,QX50,2014.0,6.0,Automatic (S7),3.7,Small Station Wagons,439.0,14.8755,2900.0,Premium,25.0,18.0,20.0
15859,Infiniti,QX50 AWD,2014.0,6.0,Automatic (S7),3.7,Small Station Wagons,448.0,14.8755,2900.0,Premium,24.0,17.0,20.0
15860,MINI,Cooper Clubvan,2014.0,4.0,Manual 6-spd,1.6,Two Seaters,295.0,9.917,1950.0,Premium,34.0,27.0,30.0
15861,Lotus,Evora,2014.0,6.0,Manual 6-spd,3.5,Minicompact Cars,420.0,14.16714286,2800.0,Premium,26.0,18.0,21.0
15862,Lotus,Evora,2014.0,6.0,Manual 6-spd,3.5,Minicompact Cars,433.0,14.8755,2900.0,Premium,26.0,17.0,20.0
15863,Lotus,Evora,2014.0,6.0,Automatic (S6),3.5,Minicompact Cars,396.0,13.52318182,2650.0,Premium,28.0,19.0,22.0
15864,Lotus,Evora,2014.0,6.0,Automatic (S6),3.5,Minicompact Cars,402.0,13.52318182,2650.0,Premium,28.0,19.0,22.0
15865,Subaru,BRZ,2014.0,4.0,Manual 6-spd,2.0,Minicompact Cars,363.0,12.39625,2450.0,Premium,29.0,21.0,24.0
15866,Subaru,BRZ,2014.0,4.0,Automatic (S6),2.0,Minicompact Cars,321.0,10.62535714,2100.0,Premium,33.0,24.0,28.0
15867,Maserati,GranTurismo Convertible,2014.0,8.0,Automatic 6-spd,4.7,Subcompact Cars,577.0,19.834,3900.0,Premium,20.0,13.0,15.0
15868,BMW,328i,2014.0,4.0,Automatic (S8),2.0,Compact Cars,327.0,11.01888889,2150.0,Premium,34.0,23.0,27.0
15869,BMW,328i,2014.0,4.0,Manual 6-spd,2.0,Compact Cars,341.0,11.44269231,2250.0,Premium,33.0,22.0,26.0
15870,BMW,328i xDrive,2014.0,4.0,Automatic (S8),2.0,Compact Cars,346.0,11.44269231,2250.0,Premium,32.0,22.0,26.0
15871,BMW,320i,2014.0,4.0,Manual 6-spd,2.0,Compact Cars,326.0,11.01888889,2150.0,Premium,35.0,23.0,27.0
15872,BMW,335i xDrive,2014.0,6.0,Manual 6-spd,3.0,Compact Cars,392.0,12.93521739,2550.0,Premium,28.0,20.0,23.0
15873,Chrysler,200 Convertible,2014.0,4.0,Automatic 6-spd,2.4,Compact Cars,407.0,13.52318182,2000.0,Regular,29.0,18.0,22.0
15874,Chrysler,200 Convertible,2014.0,6.0,Automatic 6-spd,3.6,Compact Cars,399.0,13.52318182,2000.0,Gasoline or E85,28.0,19.0,22.0
15875,Mazda,2,2014.0,4.0,Manual 5-spd,1.5,Compact Cars,286.0,9.597096774,1400.0,Regular,34.0,29.0,31.0
15876,Mazda,2,2014.0,4.0,Automatic 4-spd,1.5,Compact Cars,296.0,9.917,1450.0,Regular,33.0,28.0,30.0
15877,Rolls-Royce,Phantom Drophead Coupe,2014.0,12.0,Automatic (S8),6.7,Compact Cars,637.0,21.25071429,4150.0,Premium,19.0,11.0,14.0
15878,Subaru,Impreza AWD,2014.0,4.0,Manual 5-spd,2.0,Compact Cars,323.0,10.62535714,1600.0,Regular,33.0,24.0,28.0
15879,Subaru,Impreza AWD,2014.0,4.0,Automatic (variable gear ratios),2.0,Compact Cars,300.0,9.917,1450.0,Regular,35.0,27.0,30.0
15880,Volkswagen,Jetta Hybrid,2014.0,4.0,Automatic (AM-S7),1.4,Compact Cars,200.0,6.761590909,1350.0,Premium,48.0,41.0,44.0
15881,Volkswagen,GTI,2014.0,4.0,Automatic (AM-S6),2.0,Compact Cars,333.0,11.01888889,2150.0,Premium,32.0,24.0,27.0
15882,Volkswagen,GTI,2014.0,4.0,Manual 6-spd,2.0,Compact Cars,361.0,11.9004,2350.0,Premium,31.0,21.0,25.0
15883,BMW,528i xDrive,2014.0,4.0,Automatic (S8),2.0,Midsize Cars,346.0,11.44269231,2250.0,Premium,32.0,22.0,26.0
15884,BMW,535i xDrive,2014.0,6.0,Automatic (S8),3.0,Midsize Cars,384.0,12.93521739,2550.0,Premium,29.0,20.0,23.0
15885,BMW,535d,2014.0,6.0,Automatic (S8),3.0,Midsize Cars,342.0,11.9065,1850.0,Diesel,37.0,26.0,30.0
15886,BMW,535d xDrive,2014.0,6.0,Automatic (S8),3.0,Midsize Cars,345.0,12.31706897,1900.0,Diesel,36.0,26.0,29.0
15887,BMW,550i,2014.0,8.0,Automatic (S8),4.4,Midsize Cars,456.0,14.8755,2900.0,Premium,25.0,17.0,20.0
15888,BMW,550i xDrive,2014.0,8.0,Automatic (S8),4.4,Midsize Cars,466.0,15.65842105,3050.0,Premium,24.0,16.0,19.0
15889,Buick,LaCrosse,2014.0,6.0,Automatic (S6),3.6,Midsize Cars,417.0,14.16714286,2100.0,Regular,28.0,18.0,21.0
15890,Buick,Regal,2014.0,4.0,Automatic (S6),2.0,Midsize Cars,373.0,12.39625,1850.0,Regular,29.0,21.0,24.0
15891,Buick,Regal,2014.0,4.0,Automatic (S6),2.4,Midsize Cars,381.0,12.93521739,1900.0,Regular,30.0,19.0,23.0
15892,Buick,Regal,2014.0,4.0,Manual 6-spd,2.0,Midsize Cars,372.0,12.39625,1850.0,Regular,31.0,20.0,24.0
15893,Chrysler,200,2014.0,4.0,Automatic 4-spd,2.4,Midsize Cars,371.0,12.39625,1850.0,Regular,29.0,21.0,24.0
15894,Chrysler,200,2014.0,4.0,Automatic 6-spd,2.4,Midsize Cars,380.0,12.93521739,1900.0,Regular,30.0,20.0,23.0
15895,Chrysler,200,2014.0,6.0,Automatic 6-spd,3.6,Midsize Cars,399.0,13.52318182,2000.0,Gasoline or E85,28.0,19.0,22.0
15896,Dodge,Avenger,2014.0,4.0,Automatic 4-spd,2.4,Midsize Cars,371.0,12.39625,1850.0,Regular,29.0,21.0,24.0
15897,Dodge,Avenger,2014.0,4.0,Automatic 6-spd,2.4,Midsize Cars,380.0,12.93521739,1900.0,Regular,30.0,20.0,23.0
15898,Dodge,Avenger,2014.0,6.0,Automatic 6-spd,3.6,Midsize Cars,399.0,13.52318182,2000.0,Gasoline or E85,28.0,19.0,22.0
15899,Dodge,Challenger,2014.0,6.0,Automatic 5-spd,3.6,Midsize Cars,422.0,14.16714286,2500.0,Midgrade,27.0,18.0,21.0
15900,Dodge,Challenger,2014.0,8.0,Automatic 5-spd,5.7,Midsize Cars,487.0,16.52833333,2950.0,Midgrade,24.0,15.0,18.0
15901,Jaguar,XF,2014.0,8.0,Automatic (S8),5.0,Midsize Cars,500.0,16.52833333,3250.0,Premium,23.0,15.0,18.0
15902,Jaguar,XF AWD,2014.0,6.0,Automatic (S8),3.0,Midsize Cars,461.0,15.65842105,3050.0,Premium,25.0,16.0,19.0
15903,Maserati,Ghibli V6 AWD,2014.0,6.0,Automatic 8-spd,3.0,Midsize Cars,488.0,16.52833333,3250.0,Premium,25.0,15.0,18.0
15904,Rolls-Royce,Wraith,2014.0,12.0,Automatic (S8),6.6,Midsize Cars,577.0,19.834,3900.0,Premium,21.0,13.0,15.0
15905,BMW,328i xDrive Gran Turismo,2014.0,4.0,Automatic (S8),2.0,Large Cars,346.0,11.44269231,2250.0,Premium,32.0,22.0,26.0
15906,BMW,535i Gran Turismo,2014.0,6.0,Automatic (S8),3.0,Large Cars,405.0,13.52318182,2650.0,Premium,27.0,19.0,22.0
15907,BMW,550i Gran Turismo,2014.0,8.0,Automatic (S8),4.4,Large Cars,465.0,15.65842105,3050.0,Premium,24.0,16.0,19.0
15908,BMW,550i xDrive Gran Turismo,2014.0,8.0,Automatic (S8),4.4,Large Cars,469.0,15.65842105,3050.0,Premium,24.0,16.0,19.0
15909,BMW,750i,2014.0,8.0,Automatic (S8),4.4,Large Cars,456.0,14.8755,2900.0,Premium,25.0,17.0,20.0
15910,BMW,750Li,2014.0,8.0,Automatic (S8),4.4,Large Cars,465.0,15.65842105,3050.0,Premium,24.0,16.0,19.0
15911,BMW,750i xDrive,2014.0,8.0,Automatic (S8),4.4,Large Cars,469.0,15.65842105,3050.0,Premium,24.0,16.0,19.0
15912,BMW,750Li xDrive,2014.0,8.0,Automatic (S8),4.4,Large Cars,469.0,15.65842105,3050.0,Premium,24.0,16.0,19.0
15913,BMW,Alpina B7 SWB,2014.0,8.0,Automatic (S8),4.4,Large Cars,465.0,15.65842105,3050.0,Premium,24.0,16.0,19.0
15914,BMW,Alpina B7 LWB,2014.0,8.0,Automatic (S8),4.4,Large Cars,465.0,15.65842105,3050.0,Premium,24.0,16.0,19.0
15915,BMW,Alpina B7 SWB xDrive,2014.0,8.0,Automatic (S8),4.4,Large Cars,469.0,15.65842105,3050.0,Premium,24.0,16.0,19.0
15916,BMW,Alpina B7 LWB xDrive,2014.0,8.0,Automatic (S8),4.4,Large Cars,469.0,15.65842105,3050.0,Premium,24.0,16.0,19.0
15917,BMW,760Li,2014.0,12.0,Automatic (S8),6.0,Large Cars,584.0,19.834,3900.0,Premium,20.0,13.0,15.0
15918,Cadillac,XTS,2014.0,6.0,Automatic (S6),3.6,Large Cars,417.0,14.16714286,2100.0,Regular,28.0,18.0,21.0
15919,Chrysler,300,2014.0,8.0,Automatic 5-spd,5.7,Large Cars,487.0,16.52833333,2950.0,Midgrade,24.0,15.0,18.0
15920,Chrysler,300 AWD,2014.0,6.0,Automatic 8-spd,3.6,Large Cars,415.0,14.16714286,2100.0,Regular,27.0,18.0,21.0
15921,Chrysler,300 AWD,2014.0,6.0,Automatic 8-spd,3.6,Large Cars,415.0,14.16714286,2100.0,Gasoline or E85,27.0,18.0,21.0
15922,Chrysler,300 AWD,2014.0,8.0,Automatic 5-spd,5.7,Large Cars,503.0,16.52833333,2950.0,Midgrade,23.0,15.0,18.0
15923,Dodge,Charger,2014.0,6.0,Automatic 5-spd,3.6,Large Cars,422.0,14.16714286,2100.0,Regular,27.0,18.0,21.0
15924,Dodge,Charger,2014.0,6.0,Automatic 5-spd,3.6,Large Cars,422.0,14.16714286,2100.0,Gasoline or E85,27.0,18.0,21.0
15925,Dodge,Charger,2014.0,8.0,Automatic 5-spd,5.7,Large Cars,487.0,16.52833333,2950.0,Midgrade,24.0,15.0,18.0
15926,Dodge,Charger AWD,2014.0,6.0,Automatic 8-spd,3.6,Large Cars,415.0,14.16714286,2100.0,Regular,27.0,18.0,21.0
15927,Dodge,Charger AWD,2014.0,6.0,Automatic 8-spd,3.6,Large Cars,415.0,14.16714286,2100.0,Gasoline or E85,27.0,18.0,21.0
15928,Dodge,Charger AWD,2014.0,8.0,Automatic 5-spd,5.7,Large Cars,503.0,16.52833333,2950.0,Midgrade,23.0,15.0,18.0
15929,Jaguar,XJ,2014.0,8.0,Automatic (S8),5.0,Large Cars,503.0,16.52833333,3250.0,Premium,23.0,15.0,18.0
15930,Jaguar,XJL,2014.0,8.0,Automatic (S8),5.0,Large Cars,503.0,16.52833333,3250.0,Premium,23.0,15.0,18.0
15931,Jaguar,XJ AWD,2014.0,6.0,Automatic (S8),3.0,Large Cars,468.0,15.65842105,3050.0,Premium,24.0,16.0,19.0
15932,Jaguar,XJL AWD,2014.0,6.0,Automatic (S8),3.0,Large Cars,470.0,15.65842105,3050.0,Premium,24.0,16.0,19.0
15933,Maserati,Quattroporte SQ4 V6,2014.0,6.0,Automatic 8-spd,3.0,Large Cars,493.0,16.52833333,3250.0,Premium,24.0,15.0,18.0
15934,Rolls-Royce,Phantom,2014.0,12.0,Automatic (S8),6.7,Large Cars,638.0,21.25071429,4150.0,Premium,19.0,11.0,14.0
15935,Rolls-Royce,Phantom EWB,2014.0,12.0,Automatic (S8),6.7,Large Cars,637.0,21.25071429,4150.0,Premium,19.0,11.0,14.0
15936,Rolls-Royce,Ghost,2014.0,12.0,Automatic (S8),6.6,Large Cars,580.0,19.834,3900.0,Premium,21.0,13.0,15.0
15937,Rolls-Royce,Ghost EWB,2014.0,12.0,Automatic (S8),6.6,Large Cars,580.0,19.834,3900.0,Premium,21.0,13.0,15.0
15938,Subaru,Impreza Wagon AWD,2014.0,4.0,Manual 5-spd,2.0,Small Station Wagons,324.0,11.01888889,1650.0,Regular,33.0,24.0,27.0
15939,Subaru,Impreza Wagon AWD,2014.0,4.0,Automatic (variable gear ratios),2.0,Small Station Wagons,300.0,9.917,1450.0,Regular,35.0,27.0,30.0
15940,Honda,CR-V 2WD,2014.0,4.0,Automatic 5-spd,2.4,Small Sport Utility Vehicle 2WD,345.0,11.44269231,1700.0,Regular,30.0,23.0,26.0
15941,Mazda,CX-9 2WD,2014.0,6.0,Automatic (S6),3.7,Small Sport Utility Vehicle 2WD,456.0,15.65842105,2300.0,Regular,24.0,17.0,19.0
15942,Audi,SQ5,2014.0,6.0,Automatic (S8),3.0,Small Sport Utility Vehicle 4WD,475.0,15.65842105,3050.0,Premium,23.0,16.0,19.0
15943,Honda,CR-V 4WD,2014.0,4.0,Automatic 5-spd,2.4,Small Sport Utility Vehicle 4WD,357.0,11.9004,1750.0,Regular,29.0,22.0,25.0
15944,Mazda,CX-9 4WD,2014.0,6.0,Automatic (S6),3.7,Small Sport Utility Vehicle 4WD,480.0,15.65842105,2300.0,Regular,22.0,16.0,19.0
15945,Mercedes-Benz,GLK350 4matic,2014.0,6.0,Automatic 7-spd,3.5,Small Sport Utility Vehicle 4WD,431.0,14.16714286,2800.0,Premium,25.0,18.0,21.0
15946,Subaru,XV Crosstrek AWD,2014.0,4.0,Manual 5-spd,2.0,Small Sport Utility Vehicle 4WD,349.0,11.9004,1750.0,Regular,29.0,23.0,25.0
15947,Subaru,XV Crosstrek AWD,2014.0,4.0,Automatic (variable gear ratios),2.0,Small Sport Utility Vehicle 4WD,320.0,10.62535714,1600.0,Regular,32.0,25.0,28.0
15948,Cadillac,SRX 2WD,2014.0,6.0,Automatic (S6),3.6,Standard Sport Utility Vehicle 2WD,462.0,15.65842105,2300.0,Regular,24.0,17.0,19.0
15949,Toyota,Sequoia 2WD,2014.0,8.0,Automatic (S6),5.7,Standard Sport Utility Vehicle 2WD,605.0,19.834,2950.0,Regular,18.0,13.0,15.0
15950,BMW,X5 xDrive35i,2014.0,6.0,Automatic (S8),3.0,Standard Sport Utility Vehicle 4WD,420.0,14.16714286,2800.0,Premium,26.0,18.0,21.0
15951,BMW,X5 xDrive50i,2014.0,8.0,Automatic (S8),4.4,Standard Sport Utility Vehicle 4WD,524.0,17.50058824,3450.0,Premium,22.0,15.0,17.0
15952,Mercedes-Benz,ML550 4matic,2014.0,8.0,Automatic 7-spd,4.7,Standard Sport Utility Vehicle 4WD,552.0,18.594375,3650.0,Premium,19.0,14.0,16.0
15953,Mercedes-Benz,GL450 4matic,2014.0,8.0,Automatic 7-spd,4.7,Standard Sport Utility Vehicle 4WD,569.0,18.594375,3650.0,Premium,19.0,14.0,16.0
15954,Toyota,Sequoia 4WD FFV,2014.0,8.0,Automatic (S6),5.7,Standard Sport Utility Vehicle 4WD,610.0,19.834,2950.0,Gasoline or E85,17.0,13.0,15.0
15955,Toyota,Sequoia 4WD,2014.0,8.0,Automatic (S6),5.7,Standard Sport Utility Vehicle 4WD,612.0,21.25071429,3150.0,Regular,17.0,13.0,14.0
15956,Ram,1500 2WD,2013.0,8.0,Automatic 8-spd,5.7,Standard Pickup Trucks 2WD,514.0,17.50058824,3100.0,Midgrade,21.0,15.0,17.0
15957,Mazda,3 4-Door,2014.0,4.0,Automatic (S6),2.0,Compact Cars,267.0,9.015454545,1350.0,Regular,39.0,30.0,33.0
15958,Mazda,3 4-Door,2014.0,4.0,Manual 6-spd,2.0,Compact Cars,270.0,9.015454545,1350.0,Regular,39.0,29.0,33.0
15959,Nissan,Altima,2014.0,4.0,Automatic (variable gear ratios),2.5,Midsize Cars,290.0,9.597096774,1400.0,Regular,37.0,27.0,31.0
15960,Nissan,Altima,2014.0,6.0,Automatic (AV-S7),3.5,Midsize Cars,353.0,11.9004,1750.0,Regular,31.0,22.0,25.0
15961,Toyota,Tundra 2WD,2014.0,6.0,Automatic (S5),4.0,Standard Pickup Trucks 2WD,506.0,17.50058824,2600.0,Regular,20.0,16.0,17.0
15962,Toyota,Tundra 2WD,2014.0,8.0,Automatic (S6),4.6,Standard Pickup Trucks 2WD,537.0,17.50058824,2600.0,Regular,19.0,15.0,17.0
15963,Toyota,Tundra 2WD,2014.0,8.0,Automatic (S6),5.7,Standard Pickup Trucks 2WD,599.0,19.834,2950.0,Regular,18.0,13.0,15.0
15964,Toyota,Tundra 4WD,2014.0,8.0,Automatic (S6),4.6,Standard Pickup Trucks 4WD,563.0,18.594375,2750.0,Regular,18.0,14.0,16.0
15965,Toyota,Tundra 4WD,2014.0,8.0,Automatic (S6),5.7,Standard Pickup Trucks 4WD,603.0,19.834,2950.0,Regular,17.0,13.0,15.0
15966,Toyota,Tundra 4WD FFV,2014.0,8.0,Automatic (S6),5.7,Standard Pickup Trucks 4WD,598.0,19.834,2950.0,Gasoline or E85,18.0,13.0,15.0
15967,Toyota,Venza,2014.0,4.0,Automatic (S6),2.7,Small Sport Utility Vehicle 2WD,392.0,12.93521739,1900.0,Regular,26.0,20.0,23.0
15968,Toyota,Venza,2014.0,6.0,Automatic (S6),3.5,Small Sport Utility Vehicle 2WD,413.0,14.16714286,2100.0,Regular,26.0,19.0,21.0
15969,Toyota,Venza 4WD,2014.0,4.0,Automatic (S6),2.7,Small Sport Utility Vehicle 4WD,388.0,13.52318182,2000.0,Regular,26.0,20.0,22.0
15970,Toyota,Venza 4WD,2014.0,6.0,Automatic (S6),3.5,Small Sport Utility Vehicle 4WD,425.0,14.16714286,2100.0,Regular,25.0,18.0,21.0
15971,Chevrolet,Corvette,2014.0,8.0,Automatic (S6),6.2,Two Seaters,456.0,14.8755,2900.0,Premium,27.0,16.0,20.0
15972,Mercedes-Benz,SL65 AMG,2014.0,12.0,Automatic 7-spd,6.0,Two Seaters,537.0,17.50058824,3450.0,Premium,21.0,14.0,17.0
15973,Mercedes-Benz,SLS AMG Black Series Coupe,2014.0,8.0,Automatic (AM7),6.2,Two Seaters,623.0,21.25071429,4150.0,Premium,17.0,13.0,14.0
15974,Scion,FR-S,2014.0,4.0,Manual 6-spd,2.0,Minicompact Cars,360.0,11.9004,2350.0,Premium,30.0,22.0,25.0
15975,Scion,FR-S,2014.0,4.0,Automatic (S6),2.0,Minicompact Cars,320.0,10.62535714,2100.0,Premium,33.0,24.0,28.0
15976,BMW,428i Coupe,2014.0,4.0,Automatic (S8),2.0,Compact Cars,327.0,11.01888889,2150.0,Premium,34.0,23.0,27.0
15977,BMW,428i Coupe,2014.0,4.0,Manual 6-spd,2.0,Compact Cars,341.0,11.44269231,2250.0,Premium,33.0,22.0,26.0
15978,BMW,428i xDrive Coupe,2014.0,4.0,Automatic (S8),2.0,Compact Cars,346.0,11.44269231,2250.0,Premium,32.0,22.0,26.0
15979,BMW,435i Coupe,2014.0,6.0,Automatic (S8),3.0,Compact Cars,353.0,11.9004,2350.0,Premium,32.0,22.0,25.0
15980,BMW,435i Coupe,2014.0,6.0,Manual 6-spd,3.0,Compact Cars,381.0,12.93521739,2550.0,Premium,29.0,20.0,23.0
15981,BMW,435i xDrive Coupe,2014.0,6.0,Automatic (S8),3.0,Compact Cars,377.0,12.39625,2450.0,Premium,30.0,20.0,24.0
15982,BMW,435i xDrive Coupe,2014.0,6.0,Manual 6-spd,3.0,Compact Cars,392.0,12.93521739,2550.0,Premium,28.0,20.0,23.0
15983,Mazda,3 4-Door,2014.0,4.0,Automatic (S6),2.5,Compact Cars,282.0,9.597096774,1400.0,Regular,38.0,28.0,31.0
15984,Mazda,3 4-Door,2014.0,4.0,Automatic (S6),2.5,Compact Cars,280.0,9.2971875,1400.0,Regular,38.0,28.0,32.0
15985,Mercedes-Benz,C300 4matic,2014.0,6.0,Automatic 7-spd,3.5,Compact Cars,395.0,13.52318182,2650.0,Premium,27.0,20.0,22.0
15986,Rolls-Royce,Phantom Coupe,2014.0,12.0,Automatic (S8),6.7,Compact Cars,638.0,21.25071429,4150.0,Premium,19.0,11.0,14.0
15987,Buick,Regal AWD,2014.0,4.0,Automatic (S6),2.0,Midsize Cars,407.0,13.52318182,2000.0,Regular,27.0,19.0,22.0
15988,Dodge,Challenger,2014.0,8.0,Manual 6-spd,5.7,Midsize Cars,493.0,16.52833333,3250.0,Premium,23.0,15.0,18.0
15989,Dodge,Challenger SRT8,2014.0,8.0,Automatic 5-spd,6.4,Midsize Cars,521.0,17.50058824,3450.0,Premium,23.0,14.0,17.0
15990,Dodge,Challenger SRT8,2014.0,8.0,Manual 6-spd,6.4,Midsize Cars,521.0,17.50058824,3450.0,Premium,23.0,14.0,17.0
15991,Mazda,3 5-Door,2014.0,4.0,Automatic (S6),2.5,Midsize Cars,293.0,9.917,1450.0,Regular,36.0,27.0,30.0
15992,Mazda,3 5-Door,2014.0,4.0,Automatic (S6),2.5,Midsize Cars,281.0,9.2971875,1400.0,Regular,37.0,28.0,32.0
15993,Toyota,Camry,2014.0,4.0,Automatic (S6),2.5,Midsize Cars,313.0,10.62535714,1600.0,Regular,34.0,25.0,28.0
15994,Toyota,Camry Hybrid LE,2014.0,4.0,Automatic (variable gear ratios),2.5,Midsize Cars,220.0,7.43775,1100.0,Regular,38.0,42.0,40.0
15995,Toyota,Camry Hybrid XLE/SE,2014.0,4.0,Automatic (variable gear ratios),2.5,Midsize Cars,229.0,7.628461538,1150.0,Regular,37.0,40.0,39.0
15996,Toyota,Camry,2014.0,6.0,Automatic (S6),3.5,Midsize Cars,361.0,11.9004,1750.0,Regular,30.0,21.0,25.0
15997,Chevrolet,SS,2014.0,8.0,Automatic (S6),6.2,Large Cars,536.0,17.50058824,2600.0,Regular,21.0,14.0,17.0
15998,Chrysler,300,2014.0,6.0,Automatic 8-spd,3.6,Large Cars,389.0,12.93521739,1900.0,Regular,30.0,19.0,23.0
15999,Chrysler,300,2014.0,6.0,Automatic 8-spd,3.6,Large Cars,389.0,12.93521739,1900.0,Gasoline or E85,30.0,19.0,23.0
16000,Chrysler,300 SRT8,2014.0,8.0,Automatic 5-spd,6.4,Large Cars,521.0,17.50058824,3450.0,Premium,23.0,14.0,17.0
16001,Dodge,Charger,2014.0,6.0,Automatic 8-spd,3.6,Large Cars,389.0,12.93521739,1900.0,Regular,30.0,19.0,23.0
16002,Dodge,Charger,2014.0,6.0,Automatic 8-spd,3.6,Large Cars,389.0,12.93521739,1900.0,Gasoline or E85,30.0,19.0,23.0
16003,Dodge,Charger SRT8,2014.0,8.0,Automatic 5-spd,6.4,Large Cars,521.0,17.50058824,3450.0,Premium,23.0,14.0,17.0
16004,Jeep,Patriot FWD,2014.0,4.0,Manual 5-spd,2.0,Small Sport Utility Vehicle 2WD,349.0,11.9004,1750.0,Regular,30.0,23.0,25.0
16005,Mercedes-Benz,GLK250 Bluetec 4matic,2014.0,4.0,Automatic 7-spd,2.1,Small Sport Utility Vehicle 4WD,371.0,13.22944444,2050.0,Diesel,32.0,24.0,27.0
16006,BMW,X5 sDrive35i,2014.0,6.0,Automatic (S8),3.0,Standard Sport Utility Vehicle 4WD,408.0,13.52318182,2650.0,Premium,27.0,19.0,22.0
16007,Dodge,Durango AWD,2014.0,6.0,Automatic 8-spd,3.6,Standard Sport Utility Vehicle 4WD,458.0,15.65842105,2300.0,Gasoline or E85,24.0,17.0,19.0
16008,Land Rover,Range Rover Sport FFV,2014.0,6.0,Automatic (S8),3.0,Standard Sport Utility Vehicle 4WD,471.0,15.65842105,3050.0,Premium or E85,23.0,17.0,19.0
16009,Scion,xD,2014.0,4.0,Automatic 4-spd,1.8,Subcompact Cars,305.0,10.25896552,1500.0,Regular,33.0,27.0,29.0
16010,Scion,xD,2014.0,4.0,Manual 5-spd,1.8,Subcompact Cars,301.0,10.25896552,1500.0,Regular,32.0,27.0,29.0
16011,Bentley,Mulsanne,2014.0,8.0,Automatic (S8),6.8,Midsize Cars,688.0,22.88538462,4500.0,Premium,18.0,11.0,13.0
16012,Chevrolet,Malibu,2014.0,4.0,Automatic (S6),2.5,Midsize Cars,310.0,10.25896552,1500.0,Regular,36.0,25.0,29.0
16013,Ford,Fusion Hybrid FWD,2014.0,4.0,Automatic (variable gear ratios),2.0,Midsize Cars,215.0,7.256341463,1100.0,Regular,39.0,43.0,41.0
